"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2020","4.050","4.070","4.240","3.950","66.15K","-1.22%"
"08/14/2020","4.100","4.010","4.370","4.000","59.96K","0.00%"
"08/13/2020","4.100","4.360","4.610","3.890","183.45K","-5.96%"
"08/12/2020","4.360","4.360","4.670","4.350","84.45K","0.00%"
"08/11/2020","4.360","4.500","4.840","4.100","184.29K","-7.23%"
"08/10/2020","4.700","4.940","5.040","4.400","279.60K","-5.62%"
"08/07/2020","4.980","5.010","5.500","4.510","215.95K","1.63%"
"08/06/2020","4.900","4.360","5.450","3.800","593.66K","14.22%"
"08/05/2020","4.290","3.360","4.470","3.320","444.25K","26.55%"
"08/04/2020","3.390","3.130","3.550","3.130","144.30K","9.00%"
"08/03/2020","3.110","3.130","3.670","3.100","337.83K","0.65%"
"07/31/2020","3.090","2.960","3.150","2.960","75.91K","4.75%"
"07/30/2020","2.950","2.940","3.200","2.826","171.53K","-5.75%"
"07/29/2020","3.130","2.710","3.290","2.470","625.36K","10.60%"
"07/28/2020","2.830","1.920","3.240","1.920","1.77M","47.40%"
"07/27/2020","1.920","1.980","2.010","1.910","133.44K","0.52%"
"07/24/2020","1.910","1.880","2.000","1.880","83.07K","0.00%"
"07/23/2020","1.910","1.870","2.100","1.870","130.27K","1.06%"
"07/22/2020","1.890","1.980","1.980","1.860","33.87K","-5.50%"
"07/21/2020","2.000","1.910","2.030","1.880","57.65K","6.95%"
"07/20/2020","1.870","1.930","2.005","1.850","82.97K","-3.61%"
"07/17/2020","1.940","1.950","2.050","1.910","28.47K","-0.51%"
"07/16/2020","1.950","1.970","1.990","1.810","83.78K","-2.01%"
"07/15/2020","1.990","1.990","2.260","1.760","808.51K","13.07%"
"07/14/2020","1.760","1.750","1.790","1.700","118.60K","1.15%"
"07/13/2020","1.740","1.800","2.000","1.624","385.75K","-4.40%"
"07/10/2020","1.820","1.970","2.246","1.780","1.17M","-24.32%"
"07/09/2020","2.405","1.500","2.480","1.500","1.88M","60.33%"
"07/08/2020","1.500","1.290","1.530","1.290","283.36K","16.28%"
"07/07/2020","1.290","1.310","1.360","1.270","208.16K","-1.53%"
"07/06/2020","1.310","1.330","1.350","1.210","91.21K","-1.50%"
"07/02/2020","1.330","1.300","1.350","1.260","71.55K","2.31%"
"07/01/2020","1.300","1.300","1.360","1.270","80.75K","0.78%"
"06/30/2020","1.290","1.270","1.480","1.260","216.93K","0.78%"
"06/29/2020","1.280","1.260","1.530","1.210","123.59K","4.07%"
"06/26/2020","1.230","1.250","1.260","1.180","66.24K","-2.38%"
"06/25/2020","1.260","1.270","1.390","1.170","80.30K","2.44%"
"06/24/2020","1.230","1.360","1.370","1.210","158.08K","-10.87%"
"06/23/2020","1.380","1.540","1.600","1.320","534.20K","-11.54%"
"06/22/2020","1.560","1.640","1.640","1.500","141.75K","-3.11%"
"06/19/2020","1.610","1.650","1.850","1.570","858.86K","1.26%"
"06/18/2020","1.590","1.620","1.700","1.580","113.03K","1.27%"
"06/17/2020","1.570","1.650","1.850","1.520","600.29K","-4.85%"
"06/16/2020","1.650","1.740","1.750","1.620","108.69K","-2.94%"
"06/15/2020","1.700","1.630","1.760","1.620","76.70K","3.66%"
"06/12/2020","1.640","1.940","1.950","1.620","141.16K","-0.61%"
"06/11/2020","1.650","1.520","1.880","1.510","353.50K","-1.10%"
"06/10/2020","1.668","1.930","2.240","1.620","746.65K","-9.33%"
"06/09/2020","1.840","1.600","1.990","1.480","285.81K","14.29%"
"06/08/2020","1.610","1.660","1.800","1.420","182.42K","0.00%"
"06/05/2020","1.610","1.440","2.100","1.440","759.89K","15.83%"
"06/04/2020","1.390","1.120","1.440","1.120","284.34K","21.93%"
"06/03/2020","1.140","1.090","1.150","1.060","115.25K","4.59%"
"06/02/2020","1.090","1.080","1.150","1.030","154.28K","10.16%"
"06/01/2020","0.989","1.000","1.020","0.950","97.35K","3.61%"
"05/29/2020","0.955","1.040","1.100","0.950","213.95K","-4.38%"
"05/28/2020","0.999","1.010","1.330","0.990","1.12M","0.91%"
"05/27/2020","0.990","0.931","1.053","0.910","312.72K","11.18%"
"05/26/2020","0.890","0.840","1.150","0.800","1.22M","11.08%"
"05/22/2020","0.801","0.790","0.838","0.771","73.21K","1.44%"
"05/21/2020","0.790","0.840","0.840","0.770","197.90K","-9.21%"
"05/20/2020","0.870","0.730","1.220","0.730","1.56M","1.29%"
"05/19/2020","0.859","1.040","1.050","0.820","787.48K","-16.60%"
"05/18/2020","1.030","1.090","1.110","1.030","241.08K","-7.67%"
"05/15/2020","1.116","1.140","1.200","1.020","1.01M","-1.27%"
"05/14/2020","1.130","1.220","1.260","1.078","665.51K","-5.83%"
"05/13/2020","1.200","1.350","1.380","1.165","399.31K","-15.49%"
"05/12/2020","1.420","1.490","1.520","1.350","127.72K","-5.33%"
"05/11/2020","1.500","1.550","1.550","1.390","267.41K","-1.32%"
"05/08/2020","1.520","1.490","1.640","1.350","1.01M","5.56%"
"05/07/2020","1.440","1.400","1.500","1.320","159.42K","5.11%"
"05/06/2020","1.370","1.440","1.470","1.310","124.96K","-4.86%"
"05/05/2020","1.440","1.490","1.560","1.430","124.26K","-1.38%"
"05/04/2020","1.460","1.460","1.550","1.410","134.95K","0.00%"
"05/01/2020","1.460","1.480","1.590","1.340","119.09K","-1.35%"
"04/30/2020","1.480","1.500","1.620","1.450","141.86K","-6.33%"
"04/29/2020","1.580","1.580","1.651","1.410","337.76K","0.00%"
"04/28/2020","1.580","1.740","1.850","1.553","264.06K","-6.51%"
"04/27/2020","1.690","1.390","1.940","1.300","1.40M","10.46%"
"04/24/2020","1.530","2.210","2.450","1.400","2.63M","-32.89%"
"04/23/2020","2.280","2.360","2.460","2.020","629.83K","-5.00%"
"04/22/2020","2.400","2.700","2.700","2.240","560.38K","9.09%"
"04/21/2020","2.200","2.380","2.980","2.120","728.99K","-10.20%"
"04/20/2020","2.450","2.200","2.680","1.960","1.41M","-3.92%"
"04/17/2020","2.550","2.830","3.460","2.220","11.76M","30.77%"
"04/16/2020","1.950","1.590","1.980","1.410","771.07K","26.62%"
"04/15/2020","1.540","1.120","1.840","0.998","638.89K","41.28%"
"04/14/2020","1.090","0.878","1.100","0.830","151.94K","32.89%"
"04/13/2020","0.820","0.846","0.903","0.820","24.10K","-6.85%"
"04/09/2020","0.881","0.937","0.990","0.815","161.74K","0.06%"
"04/08/2020","0.880","0.980","1.100","0.780","297.00K","-6.38%"
"04/07/2020","0.940","0.690","1.000","0.690","472.85K","36.23%"
"04/06/2020","0.690","0.550","0.747","0.500","263.99K","30.26%"
"04/03/2020","0.530","0.488","0.540","0.470","59.41K","1.96%"
"04/02/2020","0.520","0.472","0.540","0.415","67.17K","8.68%"
"04/01/2020","0.478","0.540","0.540","0.400","104.61K","-13.09%"
"03/31/2020","0.550","0.420","0.580","0.420","217.80K","30.95%"
"03/30/2020","0.420","0.580","0.580","0.405","53.03K","-8.71%"
"03/27/2020","0.460","0.360","0.477","0.360","186.86K","4.53%"
"03/26/2020","0.440","0.340","0.560","0.340","253.71K","33.36%"
"03/25/2020","0.330","0.380","0.380","0.280","389.91K","-17.42%"
"11/04/2019","0.400","0.410","0.415","0.390","64.87K","-3.03%"
"11/01/2019","0.412","0.430","0.435","0.410","111.31K","-6.98%"
"10/31/2019","0.443","0.455","0.466","0.430","28.51K","2.26%"
"10/30/2019","0.433","0.462","0.480","0.431","77.91K","-3.95%"
"10/29/2019","0.451","0.460","0.480","0.430","81.30K","-4.04%"
"10/28/2019","0.470","0.465","0.486","0.460","25.23K","-2.23%"
"10/25/2019","0.481","0.470","0.580","0.450","193.56K","-0.68%"
"10/24/2019","0.484","0.460","0.490","0.441","25.75K","1.70%"
"10/23/2019","0.476","0.470","0.490","0.433","70.54K","4.14%"
"10/22/2019","0.457","0.470","0.470","0.457","25.04K","-2.98%"
"10/21/2019","0.471","0.450","0.483","0.450","43.60K","1.74%"
"10/18/2019","0.463","0.458","0.517","0.430","89.85K","2.89%"
"10/17/2019","0.450","0.470","0.495","0.430","151.84K","-6.05%"
"10/16/2019","0.479","0.580","0.620","0.431","559.70K","-31.57%"
"10/15/2019","0.700","0.465","0.840","0.430","1.66M","52.96%"
"10/14/2019","0.458","0.430","0.490","0.430","51.01K","3.77%"
"10/11/2019","0.441","0.421","0.476","0.421","37.34K","4.94%"
"10/10/2019","0.420","0.440","0.443","0.420","79.59K","-4.49%"
"10/09/2019","0.440","0.473","0.473","0.422","29.22K","-6.38%"
"10/08/2019","0.470","0.454","0.470","0.432","63.19K","3.59%"
"10/07/2019","0.454","0.465","0.480","0.440","29.16K","-3.24%"
"10/04/2019","0.469","0.480","0.483","0.430","34.66K","3.97%"
"10/03/2019","0.451","0.460","0.500","0.430","80.52K","-4.04%"
"10/02/2019","0.470","0.500","0.500","0.450","46.90K","-6.91%"
"10/01/2019","0.505","0.500","0.518","0.470","101.62K","2.21%"
"09/30/2019","0.494","0.450","0.505","0.420","185.60K","2.43%"
"09/27/2019","0.482","0.540","0.540","0.461","89.21K","-4.19%"
"09/26/2019","0.503","0.483","0.550","0.480","355.74K","5.98%"
"09/25/2019","0.475","0.490","0.539","0.470","58.27K","-9.32%"
"09/24/2019","0.524","0.520","0.539","0.460","109.92K","-3.00%"
"09/23/2019","0.540","0.567","0.580","0.510","26.27K","0.00%"
"09/20/2019","0.540","0.505","0.566","0.505","44.44K","3.79%"
"09/19/2019","0.520","0.560","0.567","0.513","57.10K","-6.81%"
"09/18/2019","0.558","0.600","0.600","0.540","74.83K","-6.84%"
"09/17/2019","0.599","0.560","0.638","0.512","313.18K","10.11%"
"09/16/2019","0.544","0.530","0.553","0.505","66.40K","0.74%"
"09/13/2019","0.540","0.569","0.569","0.530","53.12K","-1.82%"
"09/12/2019","0.550","0.550","0.580","0.533","145.95K","4.32%"
"09/11/2019","0.527","0.525","0.640","0.500","421.12K","5.42%"
"09/10/2019","0.500","0.463","0.550","0.400","154.82K","2.06%"
"09/09/2019","0.490","0.432","0.499","0.432","89.56K","7.64%"
"09/06/2019","0.455","0.516","0.520","0.455","80.93K","-11.83%"
"09/05/2019","0.516","0.520","0.537","0.510","39.51K","-0.69%"
"09/04/2019","0.520","0.526","0.550","0.506","61.49K","0.97%"
"09/03/2019","0.515","0.550","0.590","0.500","119.11K","-9.90%"
"08/30/2019","0.572","0.550","0.590","0.531","96.34K","9.13%"
"08/29/2019","0.524","0.513","0.600","0.501","198.17K","-4.76%"
"08/28/2019","0.550","0.569","0.569","0.525","55.01K","-3.22%"
"08/27/2019","0.568","0.600","0.600","0.525","39.31K","-0.99%"
"08/26/2019","0.574","0.578","0.599","0.520","228.97K","1.59%"
"08/23/2019","0.565","0.630","0.650","0.553","171.78K","-11.69%"
"08/22/2019","0.640","0.658","0.768","0.561","520.41K","0.49%"
"08/21/2019","0.637","0.585","0.690","0.570","344.68K","7.06%"
"08/20/2019","0.595","0.630","0.650","0.581","46.68K","-9.11%"
"08/19/2019","0.654","0.598","0.690","0.530","208.85K","12.81%"
"08/16/2019","0.580","0.530","0.588","0.530","213.52K","9.42%"
"08/15/2019","0.530","0.670","0.670","0.530","244.09K","-19.58%"
"08/14/2019","0.659","0.703","0.820","0.615","549.78K","-35.34%"
"08/13/2019","1.019","0.580","1.060","0.562","1.75M","81.23%"
"08/12/2019","0.562","0.548","0.780","0.548","589.32K","-10.74%"
"08/09/2019","0.630","0.600","0.639","0.560","48.36K","5.00%"
"08/08/2019","0.600","0.608","0.660","0.580","82.25K","0.50%"
"08/07/2019","0.597","0.683","0.727","0.550","169.32K","-10.53%"
"08/06/2019","0.667","0.789","0.860","0.640","141.57K","-15.53%"
"08/05/2019","0.790","1.030","1.030","0.775","179.63K","-28.18%"
"08/02/2019","1.100","1.095","1.110","0.980","85.72K","0.00%"
"08/01/2019","1.100","1.450","1.450","1.040","213.57K","-14.06%"
"07/31/2019","1.280","1.220","1.380","1.020","320.06K","2.40%"
"07/30/2019","1.250","1.110","1.290","1.100","133.87K","10.62%"
"07/29/2019","1.130","1.390","1.480","1.050","128.76K","-19.86%"
"07/26/2019","1.410","1.500","1.550","1.410","31.35K","-9.62%"
"07/25/2019","1.560","1.760","1.760","1.530","29.00K","-11.11%"
"07/24/2019","1.755","2.070","2.300","1.740","175.75K","-16.82%"
"07/23/2019","2.110","2.200","2.320","2.050","149.86K","-4.95%"
"07/22/2019","2.220","2.900","2.900","1.950","234.70K","-17.47%"
"07/19/2019","2.690","2.650","2.720","2.500","246.77K","4.26%"
"07/18/2019","2.580","2.780","2.990","2.480","236.16K","-7.19%"
"07/17/2019","2.780","2.550","2.790","2.520","150.63K","8.17%"
"07/16/2019","2.570","2.830","2.860","2.560","142.85K","-9.82%"
"07/15/2019","2.850","3.040","3.110","2.810","145.59K","-7.47%"
"07/12/2019","3.080","3.060","3.170","2.940","241.99K","0.00%"
"07/11/2019","3.080","3.150","3.220","3.000","191.34K","-2.22%"
"07/10/2019","3.150","3.170","3.260","2.900","254.06K","-1.25%"
"07/09/2019","3.190","3.100","3.340","3.100","200.10K","1.92%"
"07/08/2019","3.130","3.190","3.380","3.060","338.90K","-3.10%"
"07/05/2019","3.230","3.210","3.420","3.010","357.27K","0.00%"
"07/03/2019","3.230","3.180","3.390","3.050","276.55K","0.31%"
"07/02/2019","3.220","3.220","3.460","3.120","325.18K","-1.23%"
"07/01/2019","3.260","3.420","3.800","3.035","286.67K","-5.78%"
"06/28/2019","3.460","3.470","3.490","3.200","302.76K","6.46%"
"06/27/2019","3.250","3.300","3.400","3.050","230.25K","-1.22%"
"06/26/2019","3.290","3.300","3.570","3.040","233.66K","2.17%"
"06/25/2019","3.220","3.680","3.740","3.220","285.99K","-12.74%"
"06/24/2019","3.690","3.800","3.900","3.530","319.57K","-3.91%"
"06/21/2019","3.840","4.100","4.446","3.655","365.24K","-5.88%"
"06/20/2019","4.080","3.740","4.150","3.650","302.27K","10.27%"
"06/19/2019","3.700","3.700","3.900","3.610","312.84K","-4.39%"
"06/18/2019","3.870","3.790","3.920","3.520","321.99K","3.20%"
"06/17/2019","3.750","3.870","3.900","3.680","312.14K","-3.60%"
"06/14/2019","3.890","3.860","4.050","3.680","316.79K","-2.26%"
"06/13/2019","3.980","3.920","4.010","3.650","289.04K","1.27%"
"06/12/2019","3.930","3.980","4.080","3.588","254.28K","0.77%"
"06/11/2019","3.900","4.000","4.190","3.570","241.78K","-2.74%"
"06/10/2019","4.010","3.770","4.010","3.500","233.44K","8.38%"
"06/07/2019","3.700","3.400","3.810","3.400","215.34K","8.50%"
"06/06/2019","3.410","3.390","3.460","3.200","175.73K","0.29%"
"06/05/2019","3.400","3.320","3.400","3.110","102.64K","3.03%"
"06/04/2019","3.300","3.300","3.380","3.100","105.07K","0.00%"
"06/03/2019","3.300","3.530","3.600","3.100","96.35K","-6.52%"
"05/31/2019","3.530","3.320","3.570","3.300","106.30K","-1.12%"
"05/30/2019","3.570","3.600","3.730","3.300","79.62K","-0.83%"
"05/29/2019","3.600","3.750","3.800","3.280","88.96K","-2.70%"
"05/28/2019","3.700","3.700","3.701","3.360","65.55K","5.11%"
"05/24/2019","3.520","3.792","4.230","3.510","72.34K","-8.33%"
"05/23/2019","3.840","3.600","4.000","3.600","89.29K","8.47%"
"05/22/2019","3.540","3.890","4.171","3.540","71.72K","-11.50%"
"05/21/2019","4.000","4.180","4.390","3.600","41.21K","-8.46%"
"05/20/2019","4.370","4.600","4.600","4.050","30.06K","-7.02%"
"05/17/2019","4.700","4.040","4.960","4.040","37.27K","26.00%"
"05/16/2019","3.730","4.500","4.500","3.700","55.95K","-18.74%"
"05/15/2019","4.590","5.040","5.040","4.410","17.70K","-10.52%"
"05/14/2019","5.130","4.660","5.400","4.450","14.22K","2.80%"
"05/13/2019","4.990","5.000","5.180","4.660","1.51K","-4.59%"
"05/10/2019","5.230","5.600","5.880","5.010","11.34K","-6.61%"
"05/09/2019","5.600","6.290","6.560","5.500","24.90K","-14.50%"
"05/08/2019","6.550","6.350","6.650","6.090","7.04K","8.44%"
"05/07/2019","6.040","6.710","6.710","5.520","7.18K","-5.48%"
"05/06/2019","6.390","5.816","7.120","5.816","2.10K","1.43%"
"05/03/2019","6.300","7.130","7.130","5.520","7.56K","-10.89%"
"05/02/2019","7.070","6.240","7.120","6.220","0.97K","-0.84%"
"05/01/2019","7.130","7.120","7.520","6.184","5.26K","6.10%"
"04/30/2019","6.720","6.400","6.760","6.030","4.44K","6.67%"
"04/29/2019","6.300","6.440","6.440","5.035","8.11K","5.35%"
"04/26/2019","5.980","7.360","7.360","5.300","15.86K","-24.30%"
"04/25/2019","7.900","7.210","7.900","7.170","1.01K","3.13%"
"04/24/2019","7.660","7.740","8.210","7.160","2.99K","-6.70%"
"04/23/2019","8.210","8.210","8.210","7.390","1.41K","4.19%"
"04/22/2019","7.880","8.120","8.200","7.300","6.52K","-13.69%"
"04/18/2019","9.130","8.780","9.288","6.870","15.09K","8.69%"
"04/17/2019","8.400","8.130","9.150","7.530","11.46K","1.20%"
"04/16/2019","8.300","8.650","9.150","8.010","6.19K","-3.49%"
"04/15/2019","8.600","8.620","9.330","8.000","8.17K","0.00%"
"04/12/2019","8.600","9.040","9.510","7.920","2.13K","-9.38%"
"04/11/2019","9.490","8.990","9.510","8.360","5.66K","5.21%"
"04/10/2019","9.020","9.210","9.210","7.722","7.84K","-0.44%"
"04/09/2019","9.060","7.400","9.210","7.400","7.01K","0.44%"
"04/08/2019","9.020","7.940","9.020","7.490","17.36K","14.18%"
"04/05/2019","7.900","6.580","8.570","6.040","10.91K","21.17%"
"04/04/2019","6.520","6.330","6.600","6.110","6.97K","-1.21%"
"04/03/2019","6.600","7.320","7.320","5.900","5.42K","-6.78%"
"04/02/2019","7.080","7.600","7.600","6.990","2.42K","-2.35%"
"04/01/2019","7.250","7.980","7.980","6.574","1.96K","-2.29%"
"03/29/2019","7.420","9.200","9.200","7.420","3.11K","-15.30%"
"03/28/2019","8.760","8.760","8.760","7.550","2.04K","6.96%"
"03/27/2019","8.190","9.010","9.260","7.710","7.12K","-11.46%"
"03/26/2019","9.250","9.250","9.250","9.250","0.10K","0.43%"
"03/25/2019","9.210","9.200","9.460","8.950","4.02K","-0.86%"
"03/22/2019","9.290","9.830","10.400","8.240","6.79K","-9.52%"
"03/21/2019","10.268","10.350","10.350","9.500","7.59K","5.31%"
"03/20/2019","9.750","10.000","10.400","9.500","12.16K","-6.25%"
"03/19/2019","10.400","10.290","10.400","9.480","8.47K","1.07%"
"03/18/2019","10.290","9.980","11.500","9.400","13.65K","5.00%"
"03/15/2019","9.800","11.500","11.500","9.800","13.30K","-14.41%"
"03/14/2019","11.450","10.670","12.220","10.190","12.82K","3.90%"
"03/13/2019","11.020","11.020","11.020","9.660","11.28K","4.36%"
"03/12/2019","10.560","11.380","12.680","10.560","3.35K","-7.37%"
"03/11/2019","11.400","10.640","12.680","10.310","8.46K","-3.39%"
"03/08/2019","11.800","11.800","11.800","10.717","0.70K","0.08%"
"03/07/2019","11.790","11.790","11.790","10.300","6.60K","1.65%"
"03/06/2019","11.599","11.680","11.790","11.570","1.30K","0.17%"
"03/05/2019","11.579","11.000","11.789","10.230","2.35K","1.57%"
"03/04/2019","11.400","11.790","11.790","10.280","3.81K","5.65%"
"03/01/2019","10.790","11.790","11.790","10.630","3.77K","-10.08%"
"02/28/2019","12.000","12.450","12.660","10.550","3.55K","-1.64%"
"02/27/2019","12.200","13.200","13.556","11.590","9.64K","-8.55%"
"02/26/2019","13.340","13.050","13.480","12.000","4.78K","0.88%"
"02/25/2019","13.224","12.400","13.450","12.000","6.74K","6.82%"
"02/22/2019","12.380","11.280","12.500","11.140","9.45K","7.56%"
"02/21/2019","11.510","11.540","11.540","10.070","1.50K","-0.09%"
"02/20/2019","11.520","11.520","11.520","10.400","4.54K","0.17%"
"02/19/2019","11.500","10.070","11.500","10.070","7.98K","5.41%"
"02/15/2019","10.910","10.400","10.920","9.920","1.73K","-0.09%"
"02/14/2019","10.920","9.640","11.170","9.036","26.82K","12.00%"
"02/13/2019","9.750","9.480","9.750","9.480","3.04K","2.74%"
"02/12/2019","9.490","9.300","9.500","9.290","2.35K","2.15%"
"02/11/2019","9.290","9.200","9.290","9.170","0.90K","-0.11%"
"02/07/2019","9.300","9.300","9.300","9.300","0.41K","0.54%"
"02/06/2019","9.250","8.101","9.250","8.100","1.65K","1.65%"
"02/05/2019","9.100","9.000","9.100","8.950","1.16K","1.45%"
"02/04/2019","8.970","8.980","8.980","8.850","1.50K","1.36%"
"02/01/2019","8.850","8.850","8.850","8.070","5.08K","3.03%"
"01/31/2019","8.590","8.770","8.850","7.840","6.11K","-2.05%"
"01/30/2019","8.770","8.840","8.900","7.500","9.69K","0.34%"
"01/29/2019","8.740","7.900","8.740","7.530","0.90K","-1.80%"
"01/28/2019","8.900","9.250","9.250","8.330","0.93K","1.36%"
"01/25/2019","8.781","8.221","9.080","8.071","7.12K","12.29%"
"01/24/2019","7.820","8.000","8.400","7.500","6.28K","-5.56%"
"01/23/2019","8.280","8.400","8.400","7.660","3.89K","3.53%"
"01/22/2019","7.997","7.240","8.000","7.240","2.40K","9.55%"
"01/18/2019","7.300","8.490","8.500","7.300","6.44K","-4.45%"
"01/17/2019","7.640","8.140","8.780","7.590","7.99K","-15.11%"
"01/16/2019","9.000","9.210","9.210","7.790","8.30K","2.04%"
"01/15/2019","8.820","9.170","9.210","8.420","17.65K","-3.82%"
"01/14/2019","9.170","9.000","9.190","9.000","3.06K","3.27%"
"01/11/2019","8.880","8.740","8.950","8.220","11.92K","1.60%"
"01/10/2019","8.740","8.490","8.750","7.960","12.59K","2.82%"
"01/09/2019","8.500","8.280","8.750","7.660","3.91K","0.47%"
"01/08/2019","8.460","8.000","8.460","7.932","8.85K","5.75%"
"01/07/2019","8.000","7.500","8.000","6.650","6.93K","6.67%"
"01/04/2019","7.500","7.010","7.500","6.400","5.89K","7.14%"
"01/03/2019","7.000","7.010","7.010","6.550","2.71K","3.09%"
"01/02/2019","6.790","6.170","6.790","6.170","1.91K","4.46%"